user_name,score,review_text,review_date,app_version,thumbs_up,churned,app,clean_review,tokens,sentiment,churn_reason
Zakai Toan,5,game hack hơi nhìu vs buff bẩn nữa,2025-07-08 10:39:07,1.58.1.2,1,0,Lien Quan Mobile,game hack hơi nhìu vs buff bẩn nữa,game hack hơi nhìu vs buff bẩn nữa,Positive,hack
Huong Duong,5,hay,2025-07-08 10:37:33,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Duy Thanh,5,Game hay,2025-07-08 10:36:23,1.58.1.2,0,0,Lien Quan Mobile,game hay,game hay,Positive,none
Lan Chi,1,chơi rồi trừ uy tín lãng xèt v trừ r còn trừ thêm tao cho trừ hết đó trừ đi gặp toàn trẻ trâu game cũng trẻ trâu luôn,2025-07-08 10:33:06,1.58.1.2,0,1,Lien Quan Mobile,chơi rồi trừ uy tín lãng xèt v trừ r còn trừ thêm tao cho trừ hết đó trừ đi gặp toàn trẻ trâu game cũng trẻ trâu luôn,chơi rồi trừ uy_tín lãng_xèt v_trừ r còn trừ thêm tao cho trừ hết đó trừ đi gặp toàn trẻ trâu game cũng trẻ trâu luôn,Negative,"matchmaking, toxic"
Nguyễn Hường,5,chơi rất vui và kịch tính,2025-07-08 10:26:21,1.58.1.2,0,0,Lien Quan Mobile,chơi rất vui và kịch tính,chơi rất vui và kịch tính,Positive,none
Trúc Huy,5,hay,2025-07-08 10:24:36,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Ngọc Đào,5,Game cx ok,2025-07-08 10:23:59,1.58.1.2,0,0,Lien Quan Mobile,game cx ok,game cx ok,Positive,none
Thien Ho,5,game hay vài ò,2025-07-08 10:23:29,1.58.1.2,0,0,Lien Quan Mobile,game hay vài ò,game hay vài ò,Positive,none
Quế Đặng,1,gem hút máu quá,2025-07-08 10:21:17,1.58.1.2,0,1,Lien Quan Mobile,gem hút máu quá,gem hút máu quá,Negative,other
Hùng Văn,5,amazing,2025-07-08 10:21:08,1.58.1.2,0,0,Lien Quan Mobile,amazing,amazing,Positive,none
Hoanh Chẻo,3,"trong trận treo xíu cx bị trừ uy tín, AFK vs lmj treo tầm 30s là trừ uy tín r ghép trận chậm cx bị trừ uy tín, mong nhà xuất bản sửa",2025-07-08 10:20:34,1.58.1.2,0,0,Lien Quan Mobile,trong trận treo xíu cx bị trừ uy tín afk vs lmj treo tầm s là trừ uy tín r ghép trận chậm cx bị trừ uy tín mong nhà xuất bản sửa,trong trận treo_xíu cx bị trừ uy_tín afk vs lmj treo tầm s là trừ uy_tín_r ghép trận chậm cx bị trừ uy_tín_mong nhà_xuất_bản sửa,Neutral,"bug, lag, matchmaking, performance, toxic"
Lee Duck Hau (Zịt),1,game rác lắm trẩu,2025-07-08 10:19:03,1.58.1.2,0,1,Lien Quan Mobile,game rác lắm trẩu,game rác lắm trẩu,Negative,"toxic, trash"
Hai Phan,5,game tốt ˋ-ˏ♥̩͙♥̩̩̥͙♥̩͙-ˊˎ,2025-07-08 10:09:08,1.58.1.2,0,0,Lien Quan Mobile,game tốt ˋˏ♥̩͙♥̩̩̥͙♥̩͙ˊˎ,game tốt ˋˏ ♥_̩ ͙_♥ ̩_̩ ̥_͙ ♥_̩ ͙ ˊˎ,Positive,none
Thu Hoang,3,"kiểu là t chơi chả làm j cái mấy đứa kia nó tố cáo t như là AFK hay là j đó vân vân trong khi đó t kh có vậy mà lq vẫn trừ uy tín với điểm tích cực của t, t mong lq trước khi có trừ hay j đó thì phải xem trước phải xem lại trận đấu trước chứ chả làm j cũng bị trừ nữa vô lí",2025-07-08 10:05:13,1.58.1.2,0,0,Lien Quan Mobile,kiểu là t chơi chả làm j cái mấy đứa kia nó tố cáo t như là afk hay là j đó vân vân trong khi đó t kh có vậy mà lq vẫn trừ uy tín với điểm tích cực của t t mong lq trước khi có trừ hay j đó thì phải xem trước phải xem lại trận đấu trước chứ chả làm j cũng bị trừ nữa vô lí,kiểu là t chơi chả làm j cái mấy đứa kia nó tố_cáo t như là afk hay_là j đó vân_vân trong khi đó t kh có vậy_mà lq vẫn trừ uy_tín với điểm tích_cực của t t mong lq trước khi có trừ hay j đó thì phải xem trước phải xem_lại trận đấu trước chứ chả làm j cũng bị trừ nữa vô_lí,Neutral,"matchmaking, toxic"
Huệ Trần,5,gà sửa bức tranh lên mới cả afk nếu có afk thì cho máy nó đánh ổn ổn một tí là game hay hơn rồi mới cả sửa bớt phít mạng mới đánh ngu nữa là game 10 điểm có đeo những,2025-07-08 10:04:22,1.58.1.2,0,0,Lien Quan Mobile,gà sửa bức tranh lên mới cả afk nếu có afk thì cho máy nó đánh ổn ổn một tí là game hay hơn rồi mới cả sửa bớt phít mạng mới đánh ngu nữa là game điểm có đeo những,gà sửa bức tranh lên mới cả afk nếu có afk thì cho máy nó đánh ổn_ổn một_tí là game hay hơn rồi mới cả sửa bớt phít_mạng mới đánh_ngu nữa là game_điểm có đeo những,Positive,toxic
Nhựt Trường Nguyễn,5,Giải trí đổi gió ok đấy. Nhưng hơi nặng và lag cho máy yếu . Ae mấy yếu lâu lâu xóa tải lại cho bớt nặng .(ý kiến riêng nhé),2025-07-08 09:58:37,1.58.1.2,0,0,Lien Quan Mobile,giải trí đổi gió ok đấy nhưng hơi nặng và lag cho máy yếu ae mấy yếu lâu lâu xóa tải lại cho bớt nặng ý kiến riêng nhé,giải_trí đổi gió ok đấy nhưng hơi nặng và lag cho máy yếu_ae mấy yếu lâu_lâu xóa_tải lại cho bớt nặng ý_kiến riêng nhé,Positive,"lag, performance, update"
Liệu Phế,1,đánh giá 1 sao vì vô toàn gặp buff bẩn phá game làm trừ sao liên tục rất khó chịu,2025-07-08 09:57:59,1.58.1.2,0,1,Lien Quan Mobile,đánh giá sao vì vô toàn gặp buff bẩn phá game làm trừ sao liên tục rất khó chịu,đánh_giá sao vì vô toàn gặp buff bẩn phá game làm trừ sao liên_tục rất khó_chịu,Negative,toxic
lac gia,5,hay,2025-07-08 09:54:23,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
An Kiều,5,vuiiiii nói chung là tốt,2025-07-08 09:52:53,1.58.1.2,0,0,Lien Quan Mobile,vuiiiii nói chung là tốt,vuiiiii nói_chung là tốt,Positive,none
tai nguyen,1,game gì toàn ks rồi đi lẻ chết đổ thừa không,2025-07-08 09:50:16,1.58.1.2,0,1,Lien Quan Mobile,game gì toàn ks rồi đi lẻ chết đổ thừa không,game gì toàn ks rồi đi lẻ chết đổ thừa không,Negative,other
Lùn Phong,3,game chơi hay nhưng trận sắp thua không lỗi mà sắp thắng lại mạng bất ỏn định?,2025-07-08 09:47:43,1.58.1.2,0,0,Lien Quan Mobile,game chơi hay nhưng trận sắp thua không lỗi mà sắp thắng lại mạng bất ỏn định,game chơi hay nhưng trận sắp_thua không lỗi mà sắp thắng lại mạng bất_ỏn định,Neutral,bug
trình thái hồng trình,1,Không vào được,2025-07-08 09:46:59,1.58.1.2,0,1,Lien Quan Mobile,không vào được,không vào được,Negative,other
Minhthy Danh,1,"Game rất tốt, rất vui ( mở rương ra Alice)",2025-07-08 09:42:26,1.58.1.2,4,1,Lien Quan Mobile,game rất tốt rất vui mở rương ra alice,game rất tốt rất vui mở rương ra alice,Negative,other
AN TRAN,1,trừ hết uy tín của tao,2025-07-08 09:40:56,1.58.1.2,0,1,Lien Quan Mobile,trừ hết uy tín của tao,trừ hết uy_tín của tao,Negative,other
bich phi,5,game hay nhưng toàn gặp nghỉ hè mong gà sửa lại tính năng ghép đồng đội,2025-07-08 09:38:46,1.58.1.2,0,0,Lien Quan Mobile,game hay nhưng toàn gặp nghỉ hè mong gà sửa lại tính năng ghép đồng đội,game hay nhưng toàn gặp nghỉ_hè mong gà sửa lại tính_năng ghép đồng_đội,Positive,none
Minh Khang Đặng,1,"Rất tệ. Mình chơi tướng Heino. Lúc nào thua trận cũg bị tố cáo trừ 2 uy tín là sao vậy. Thật xàm xí, tướng nào chơi mà ko có thua trận. 🙄",2025-07-08 09:38:45,1.58.1.2,2,1,Lien Quan Mobile,rất tệ mình chơi tướng heino lúc nào thua trận cũg bị tố cáo trừ uy tín là sao vậy thật xàm xí tướng nào chơi mà ko có thua trận 🙄,rất tệ mình chơi tướng heino lúc_nào thua trận cũg bị tố_cáo trừ uy_tín là sao vậy thật xàm xí_tướng nào chơi mà ko có thua trận 🙄,Negative,"matchmaking, toxic, trash"
Chien Mat,1,"game ngáo à,cho ghép toàn lũ bot phá game,afk ko",2025-07-08 09:38:03,1.58.1.2,0,1,Lien Quan Mobile,game ngáo àcho ghép toàn lũ bot phá gameafk ko,game ngáo àcho_ghép toàn lũ bot phá gameafk ko,Negative,toxic
PHƯỢNG TRẦN,1,"Game ghép team ngu toàn phá với afk tố cáo thi ko đc. Riết r game coi thường ng chơi vl ,đến 1 sao còn chả đáng",2025-07-08 09:34:06,1.58.1.2,109,1,Lien Quan Mobile,game ghép team ngu toàn phá với afk tố cáo thi ko đc riết r game coi thường ng chơi vl đến sao còn chả đáng,game ghép team_ngu toàn_phá với afk tố_cáo thi ko đc riết r game coi_thường ng chơi vl đến sao còn chả đáng,Negative,"matchmaking, toxic"
Trung Hòa Nguyễn,4,"Game hay nhưng gặp nhiều người hay chửi team đồ á, mong game chú ý hơn với sửa lại mấy con out meta đi chứ phế quá ấy ( ý kiến riêng của mình ạ). Cảm ơn!",2025-07-08 09:29:59,1.58.1.2,0,0,Lien Quan Mobile,game hay nhưng gặp nhiều người hay chửi team đồ á mong game chú ý hơn với sửa lại mấy con out meta đi chứ phế quá ấy ý kiến riêng của mình ạ cảm ơn,game hay nhưng gặp nhiều người hay chửi team_đồ á_mong game chú_ý hơn với sửa lại mấy con out meta đi chứ phế quá ấy ý_kiến riêng của mình ạ cảm_ơn,Positive,"forced_pick, toxic"
Truong Khang,1,game như dó bài toàn trộm cướp,2025-07-08 09:26:30,1.58.1.2,0,1,Lien Quan Mobile,game như dó bài toàn trộm cướp,game như dó bài toàn trộm cướp,Negative,other
Thanh Danh,5,games chơi vui còn cho QH free nữa,2025-07-08 09:25:33,1.58.1.2,0,0,Lien Quan Mobile,games chơi vui còn cho qh free nữa,games chơi vui còn cho qh free nữa,Positive,none
Phúc Hoàng,1,ghép lệch cmm àa,2025-07-08 09:24:21,1.58.1.2,0,1,Lien Quan Mobile,ghép lệch cmm àa,ghép lệch cmm àa,Negative,other
Sang Hứa Thanh,1,gem như loz,2025-07-08 09:21:38,1.58.1.2,0,1,Lien Quan Mobile,gem như loz,gem như loz,Negative,other
lồg lộn beo (bèo),1,yêu cầu cải thiện tính năng ghép trận,2025-07-08 09:20:34,1.58.1.2,0,1,Lien Quan Mobile,yêu cầu cải thiện tính năng ghép trận,yêu_cầu cải_thiện tính_năng ghép trận,Negative,matchmaking
Nguyên Bình,5,Chơi nhiều lúc mạng 5 cọc mà vẫn bị kêu là yếu nhưng chơi cũng hay chỉ có hơi nhiều dung lg,2025-07-08 09:19:43,1.58.1.2,0,0,Lien Quan Mobile,chơi nhiều lúc mạng cọc mà vẫn bị kêu là yếu nhưng chơi cũng hay chỉ có hơi nhiều dung lg,chơi nhiều lúc mạng_cọc mà vẫn bị kêu là yếu nhưng chơi cũng hay chỉ có hơi nhiều dung lg,Positive,none
Nam Nguyễn thành,5,game toàn trừ ủy tín trong khi chẳng sai gì cả nhưng cho đại 5 sao,2025-07-08 09:18:36,1.58.1.2,0,0,Lien Quan Mobile,game toàn trừ ủy tín trong khi chẳng sai gì cả nhưng cho đại sao,game toàn trừ ủy_tín trong khi chẳng sai gì cả nhưng cho đại_sao,Positive,none
Minh Ánh Nhà nghỉ,1,game như lon toàn cho máy chs rank,2025-07-08 09:13:44,1.58.1.2,0,1,Lien Quan Mobile,game như lon toàn cho máy chs rank,game như lon toàn cho máy chs rank,Negative,other
Cường Nguyễn,5,"Toàn hack, ghép thì toàn sv",2025-07-08 09:08:50,1.58.1.2,0,0,Lien Quan Mobile,toàn hack ghép thì toàn sv,toàn hack ghép thì toàn sv,Positive,hack
Thanh hien Cao le,4,laggggg,2025-07-08 09:08:44,1.58.1.2,0,0,Lien Quan Mobile,laggggg,laggggg,Positive,"lag, performance"
Anh Phạm Trâm,5,chơi cũng hay,2025-07-08 09:08:30,1.58.1.2,0,0,Lien Quan Mobile,chơi cũng hay,chơi cũng hay,Positive,none
Tuyen Nguyen,1,game rác ko nên tải,2025-07-08 09:04:03,1.58.1.2,0,1,Lien Quan Mobile,game rác ko nên tải,game rác ko nên tải,Negative,trash
Thành Lê Tân,5,đừng ghép cho t gặp gà phá game nữaaaaa,2025-07-08 09:02:32,1.58.1.2,0,0,Lien Quan Mobile,đừng ghép cho t gặp gà phá game nữaaaaa,đừng ghép cho t gặp gà phá game nữaaaaa,Positive,toxic
Long Minh,1,game xàm vậy trước vẫn chơi 55 bình thường giờ cứ vô 55 là bị ao ra trong khi máy có mạng đầy đủ không hư j mà cứ bị kick làm trừ uy tín,2025-07-08 09:00:30,1.58.1.2,0,1,Lien Quan Mobile,game xàm vậy trước vẫn chơi bình thường giờ cứ vô là bị ao ra trong khi máy có mạng đầy đủ không hư j mà cứ bị kick làm trừ uy tín,game xàm vậy trước vẫn chơi bình_thường giờ cứ vô là bị ao ra trong khi máy có mạng đầy_đủ không hư_j mà cứ bị kick làm trừ uy_tín,Negative,matchmaking
Tuyết Nhi Lê Thị,5,chơi dui,2025-07-08 09:00:05,1.58.1.2,0,0,Lien Quan Mobile,chơi dui,chơi dui,Positive,none
Riep Tran,1,game như coin card. hơi tí là văng với lại đag chơi bị lag trừ điểm uy tín,2025-07-08 08:55:17,1.58.1.2,0,1,Lien Quan Mobile,game như coin card hơi tí là văng với lại đag chơi bị lag trừ điểm uy tín,game như coin card_hơi tí là văng với_lại đag chơi bị lag trừ điểm uy_tín,Negative,"lag, performance"
van Thong Do,4,hay,2025-07-08 08:48:05,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Tác Trần,1,không vào được cứ thoát ra,2025-07-08 08:47:55,1.58.1.2,0,1,Lien Quan Mobile,không vào được cứ thoát ra,không vào được cứ thoát ra,Negative,other
Ha Luc,5,"ngon thí, nhưng tướng hơi yếu",2025-07-08 08:46:36,1.58.1.2,0,0,Lien Quan Mobile,ngon thí nhưng tướng hơi yếu,ngon_thí nhưng tướng hơi yếu,Positive,none
Hoàng Tử Bóng Đêm,1,game ghép toàn là cái gì đâu không ah đánh toàn gặp trẻ em ko ghép không hợp lệ cho lắm,2025-07-08 08:41:19,1.58.1.2,0,1,Lien Quan Mobile,game ghép toàn là cái gì đâu không ah đánh toàn gặp trẻ em ko ghép không hợp lệ cho lắm,game ghép toàn là cái gì đâu không ah đánh toàn gặp trẻ_em ko ghép không hợp_lệ cho lắm,Negative,other
Sương Ngô Thị,5,good,2025-07-08 08:28:14,1.58.1.2,0,0,Lien Quan Mobile,good,good,Positive,none
Anh Duy,5,hay phối hợp thức ăn ý,2025-07-08 08:24:47,1.58.1.2,0,0,Lien Quan Mobile,hay phối hợp thức ăn ý,hay phối_hợp thức_ăn ý,Positive,none
đặng hoàng,5,game rất hay nhưng lâu lâu gặp hack,2025-07-08 08:24:32,1.58.1.2,0,0,Lien Quan Mobile,game rất hay nhưng lâu lâu gặp hack,game rất hay nhưng lâu_lâu gặp hack,Positive,hack
Kh D,5,ổn,2025-07-08 08:23:22,1.58.1.2,0,0,Lien Quan Mobile,ổn,ổn,Positive,none
My Hoàng,4,hay,2025-07-08 08:19:01,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Quang Hao,1,dell nói nổi,2025-07-08 08:17:40,1.58.1.2,0,1,Lien Quan Mobile,dell nói nổi,dell nói nổi,Negative,other
Bảo Nguyễn Kim Gia Bảo,1,chưa thấy game nào có hệ thốg tố cáo ngu nhất như game này đág tự hào,2025-07-08 08:12:23,1.58.1.2,0,1,Lien Quan Mobile,chưa thấy game nào có hệ thốg tố cáo ngu nhất như game này đág tự hào,chưa thấy game nào có hệ thốg tố_cáo ngu nhất như game này đág tự_hào,Negative,toxic
Bo Goanh,1,game tốn mb vãi,2025-07-08 08:11:43,1.58.1.2,0,1,Lien Quan Mobile,game tốn mb vãi,game tốn mb vãi,Negative,other
Chinh Hoàng,1,đã ko đánh người cứ kéo ra,2025-07-08 08:10:37,1.58.1.2,0,1,Lien Quan Mobile,đã ko đánh người cứ kéo ra,đã ko đánh người cứ kéo ra,Negative,other
Nghia,1,xóa nghỉ chơi cho r ghép j đâu kđúng sv garena,2025-07-08 08:07:10,1.58.1.2,0,1,Lien Quan Mobile,xóa nghỉ chơi cho r ghép j đâu kđúng sv garena,xóa nghỉ chơi cho r ghép j đâu kđúng sv garena,Negative,other
Nguyễn Thuận,5,Mong ra thêm nhiều sự kiện hấp dẫn hơn,2025-07-08 08:05:39,1.58.1.2,1,0,Lien Quan Mobile,mong ra thêm nhiều sự kiện hấp dẫn hơn,mong ra thêm nhiều sự_kiện hấp_dẫn hơn,Positive,none
Gia Ngô,4,"-1 vì game khiến tôi bị nghiện, bác sĩ còn bảo tôi bị cận, nhưng là cận 5 lai:)))",2025-07-08 08:05:24,1.58.1.2,0,0,Lien Quan Mobile,vì game khiến tôi bị nghiện bác sĩ còn bảo tôi bị cận nhưng là cận lai,vì game khiến tôi bị nghiện bác_sĩ còn bảo tôi bị cận nhưng là cận lai,Positive,none
Tân Trịnh Văn,5,game hay,2025-07-08 08:03:23,1.58.1.2,0,0,Lien Quan Mobile,game hay,game hay,Positive,none
nhan duc,5,cảm ơn geam vì tặng quân huy,2025-07-08 08:02:49,1.58.1.2,0,0,Lien Quan Mobile,cảm ơn geam vì tặng quân huy,cảm_ơn geam vì tặng quân_huy,Positive,none
cu phúc,1,ghép trận thì toàn lũ óc c tố cáo thì đ trừ uy tín game như c,2025-07-08 07:59:08,1.58.1.2,1,1,Lien Quan Mobile,ghép trận thì toàn lũ óc c tố cáo thì đ trừ uy tín game như c,ghép trận thì toàn lũ_óc c tố_cáo thì đ trừ uy_tín_game như c,Negative,"matchmaking, toxic"
Kvy Hoàng,1,"Gặp toàn SV ,game chán",2025-07-08 07:58:37,1.58.1.2,0,1,Lien Quan Mobile,gặp toàn sv game chán,gặp toàn sv game chán,Negative,other
Sản Cộng,1,game quá rẻ rách afkk nhưng k tố cáo đc,2025-07-08 07:57:40,1.58.1.2,0,1,Lien Quan Mobile,game quá rẻ rách afkk nhưng k tố cáo đc,game quá rẻ rách_afkk nhưng k tố_cáo đc,Negative,"toxic, trash"
Hi Hi,5,sao tải máy chủ thử nghiệm kĩ đc bực,2025-07-08 07:55:19,1.58.1.2,0,0,Lien Quan Mobile,sao tải máy chủ thử nghiệm kĩ đc bực,sao tải máy chủ thử_nghiệm kĩ_đc bực,Positive,none
Bản Dương văn,1,h chs lại bị đứng im 2 lần ko thoát game ko đi dc luôn đang chs trận ý thắng ko dc sao ko thoát game cx bị cho là afk game bị j ko bt 2 lần đứng im ko di chuyển dc cay vc game l,2025-07-08 07:46:57,1.58.1.2,0,1,Lien Quan Mobile,h chs lại bị đứng im lần ko thoát game ko đi dc luôn đang chs trận ý thắng ko dc sao ko thoát game cx bị cho là afk game bị j ko bt lần đứng im ko di chuyển dc cay vc game l,h chs lại bị đứng im lần ko thoát game ko đi dc luôn đang chs trận ý thắng ko dc sao ko thoát game cx bị cho là afk game bị j ko bt lần đứng im_ko di_chuyển dc cay vc game l,Negative,toxic
Chuong Nguyen,5,hay,2025-07-08 07:45:44,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Khôi Bùi,1,tôi chơi liên quân đã 5 6 năm giờ tui vô game bằng acc Garena lại không được,2025-07-08 07:42:29,1.58.1.2,0,1,Lien Quan Mobile,tôi chơi liên quân đã năm giờ tui vô game bằng acc garena lại không được,tôi chơi liên_quân đã năm giờ tui vô_game bằng acc garena lại không được,Negative,other
Hero Hải,1,game như hai hon lac ghép toàn team k đúng chất rank,2025-07-08 07:40:06,1.58.1.2,0,1,Lien Quan Mobile,game như hai hon lac ghép toàn team k đúng chất rank,game như hai hon lac ghép toàn team k đúng chất rank,Negative,other
Diamond Hoàng,5,8 Năm Đồng Hành ❤️,2025-07-08 07:38:30,1.58.1.2,0,0,Lien Quan Mobile,năm đồng hành ❤️,năm đồng_hành ❤ ️,Positive,none
Thành Phan,3,"Bực mik nha xếp rank toàn thứ phá game Tổng kết trận thì mik cày , gánh team tổng kết hạng 4-5",2025-07-08 07:35:49,1.58.1.2,0,0,Lien Quan Mobile,bực mik nha xếp rank toàn thứ phá game tổng kết trận thì mik cày gánh team tổng kết hạng,bực_mik nha xếp rank toàn thứ phá game tổng_kết trận thì mik cày_gánh team tổng_kết hạng,Neutral,toxic
Mlbb vietnamesemax on,1,game gì đâu mà lag vậy game này là rác mà hack map và buff bẩn tôi thất vọng,2025-07-08 07:33:57,1.58.1.2,0,1,Lien Quan Mobile,game gì đâu mà lag vậy game này là rác mà hack map và buff bẩn tôi thất vọng,game gì đâu mà lag vậy game này là rác mà hack map và buff bẩn tôi thất_vọng,Negative,"hack, lag, performance, trash"
Duckdabeo [GD],5,"Tôi là một người chơi Bright từ khá lâu trong liên quân và đã có khá nhiều chiến tích với vị tướng này, tôi công nhận sức mạnh và hiệu năng của vị tướng khi chơi do Garenal mang lại rất tốt. nhưng tôi vẫn muốn Garenal cho Bright 1 danh hiệu ví dụ như ""Thần LựcQuang Minh"" khi đánh hay giống như ""Uy Lực Gấu Mèo"" của Zuka hoặc ""Kiếm Pháp Chí Mạng"" của Florentino. Bright đã là 1 vị tướng out meta khá lâu và hiếm thấy trong rank nên tôi cũng hy vọng Garenal sẽ thêm skin cho tướng Rất cảm ơn vì đã đọc",2025-07-08 07:30:38,1.58.1.2,0,0,Lien Quan Mobile,tôi là một người chơi bright từ khá lâu trong liên quân và đã có khá nhiều chiến tích với vị tướng này tôi công nhận sức mạnh và hiệu năng của vị tướng khi chơi do garenal mang lại rất tốt nhưng tôi vẫn muốn garenal cho bright danh hiệu ví dụ như thần lựcquang minh khi đánh hay giống như uy lực gấu mèo của zuka hoặc kiếm pháp chí mạng của florentino bright đã là vị tướng out meta khá lâu và hiếm thấy trong rank nên tôi cũng hy vọng garenal sẽ thêm skin cho tướng rất cảm ơn vì đã đọc,tôi là một người chơi bright từ khá lâu trong liên_quân và đã có khá nhiều chiến_tích với vị tướng này tôi công_nhận sức_mạnh và hiệu_năng của vị tướng khi chơi do garenal mang lại rất tốt nhưng tôi vẫn muốn garenal cho bright danh_hiệu ví_dụ như thần lựcquang_minh khi đánh hay giống như uy_lực gấu_mèo của zuka hoặc kiếm_pháp chí_mạng của florentino bright đã là vị tướng out meta khá lâu và hiếm thấy trong rank nên tôi cũng hy_vọng garenal sẽ thêm skin cho tướng rất cảm_ơn vì đã đọc,Positive,forced_pick
Anh Phạm,2,kda 2 5 12 hỗ trợ lòi mắt cuối game team chết hết còn t k thủ dc hết trận tính t phá game afk trong khi t cấu rỉa hỗ trợ team bao nhiêu mong nph xem lại cơ chế tính điểm,2025-07-08 07:29:48,1.58.1.2,0,1,Lien Quan Mobile,kda hỗ trợ lòi mắt cuối game team chết hết còn t k thủ dc hết trận tính t phá game afk trong khi t cấu rỉa hỗ trợ team bao nhiêu mong nph xem lại cơ chế tính điểm,kda hỗ_trợ lòi mắt cuối game team chết hết còn t k thủ_dc hết trận tính t_phá game afk trong khi t cấu_rỉa hỗ_trợ team bao_nhiêu mong_nph xem_lại cơ_chế tính điểm,Negative,toxic
Nam Son,4,verry good,2025-07-08 07:25:22,1.58.1.2,0,0,Lien Quan Mobile,verry good,verry good,Positive,none
Tùng Nguyễn,1,game như l ghép toàn thg ngu,2025-07-08 07:23:23,1.58.1.2,0,1,Lien Quan Mobile,game như l ghép toàn thg ngu,game như l ghép toàn thg ngu,Negative,other
Gia Phat Nguyen Hoang,1,tôi đấu rank toàn gặp báo team hoặc ko chịu đánh,2025-07-08 07:19:15,1.58.1.2,0,1,Lien Quan Mobile,tôi đấu rank toàn gặp báo team hoặc ko chịu đánh,tôi đấu rank toàn gặp báo team hoặc ko chịu đánh,Negative,other
Tuyết Tô,5,game hay chơi game có cảm giác thoải mái,2025-07-08 07:17:44,1.58.1.2,0,0,Lien Quan Mobile,game hay chơi game có cảm giác thoải mái,game hay chơi game có cảm_giác thoải_mái,Positive,none
paw sosad!vn,1,"game gì mà toàn pick tướng khác lane ví dụ val đi mid mà đầu game lại cướp bùa rank cao mà như vậy ko biết rank thấp nó như nào mong admin xử lí nghiêm các Trường hợp này, còn về lối chơi với cơ chế tướng ko có gi mà chê đc chúc game luôn phát triển.",2025-07-08 07:16:59,1.58.1.2,1,1,Lien Quan Mobile,game gì mà toàn pick tướng khác lane ví dụ val đi mid mà đầu game lại cướp bùa rank cao mà như vậy ko biết rank thấp nó như nào mong admin xử lí nghiêm các trường hợp này còn về lối chơi với cơ chế tướng ko có gi mà chê đc chúc game luôn phát triển,game gì mà toàn pick_tướng khác lane ví_dụ val đi mid mà đầu game lại cướp bùa rank cao mà như_vậy ko biết rank thấp nó như nào mong_admin xử_lí nghiêm các trường_hợp này còn về lối chơi với cơ_chế tướng ko có gi mà chê đc chúc game luôn phát_triển,Negative,other
Kiều Võ Tí,5,hãy sửa lại điểm uy tín,2025-07-08 07:16:35,1.58.1.2,0,0,Lien Quan Mobile,hãy sửa lại điểm uy tín,hãy sửa lại điểm uy_tín,Positive,none
thuy luong,5,hay,2025-07-08 07:15:38,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Trần Quốc Tấn,5,game được chơi khá hay tải đi,2025-07-08 07:14:11,1.58.1.2,0,0,Lien Quan Mobile,game được chơi khá hay tải đi,game được chơi khá hay tải đi,Positive,none
Nguyễn Huyền,5,như cc,2025-07-08 07:11:45,1.58.1.2,0,0,Lien Quan Mobile,như cc,như cc,Positive,none
Hiw Gjoa,5,hay,2025-07-08 07:10:18,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Oanh le,5,game hay nhưng hãy tặng người chơi skin 3 s nha,2025-07-08 07:09:39,1.58.1.2,0,0,Lien Quan Mobile,game hay nhưng hãy tặng người chơi skin s nha,game hay nhưng hãy tặng người chơi skin s nha,Positive,none
Vy Thái Khả,5,vui,2025-07-08 07:08:37,1.58.1.2,0,0,Lien Quan Mobile,vui,vui,Positive,none
Ánh Ngọc,5,ổn,2025-07-08 07:07:42,1.58.1.2,0,0,Lien Quan Mobile,ổn,ổn,Positive,none
Khang Hoàng,5,game hay cho nhiều skin xịn rất đáng để chơi,2025-07-08 07:04:51,1.58.1.2,1,0,Lien Quan Mobile,game hay cho nhiều skin xịn rất đáng để chơi,game hay cho nhiều skin xịn rất đáng để chơi,Positive,none
Thithao Phan,5,"game hay , thắng bại tại wifi",2025-07-08 07:04:49,1.58.1.2,0,0,Lien Quan Mobile,game hay thắng bại tại wifi,game hay thắng_bại tại wifi,Positive,none
Kiên Hoang,3,ok,2025-07-08 07:04:13,1.58.1.2,0,0,Lien Quan Mobile,ok,ok,Neutral,none
Hung Fan,1,game như chó,2025-07-08 07:04:06,1.58.1.2,1,1,Lien Quan Mobile,game như chó,game như chó,Negative,other
Nghĩa Lê,1,chơi ngồi ngay cục mạng mà cứ 125 trở lên chơi nak kiểu gì,2025-07-08 07:00:15,1.58.1.2,1,1,Lien Quan Mobile,chơi ngồi ngay cục mạng mà cứ trở lên chơi nak kiểu gì,chơi ngồi ngay cục mạng mà cứ trở lên chơi nak kiểu gì,Negative,other
